...1,usage_id,subscription_id,usage_date,feature_name,usage_count,usage_duration_secs,error_count,is_beta_feature,post_release,usage_pk
245,usage_245,S-2^ba4ee,NA,featu@r_e_2,14,3200,0 ,FALSE,NA,id-Uha-HBv
246,usage_246,S-@aaed3e,NA,feature_6,6,3848,NA,FALSE,FALSE,id-KRRRvR
247,USAGE_247,NA,1970-01-20,FEATURE_27 ,6,503,0,NA,FALSE,ID-#ID^EQAR
248,NA,S--27c993,1970-01-21,fea$tur#e_3,16,6330,0,FALSE,FALSE,id-nVmV.rh
249,us-age_249,S-4d2^392,1970-01-20,NA,9,942,0,TRUE,FALSE,id%-$EeIdRP
250,usage_250,s-(75cba6,1970-01-20,fe^ature_26,10,2167,0,false,false ,id-tqyhic
251,usag*e_251,S-41d741,1970-01-20,feature_7 ,7,2931,0,FALSE,FALSE,id&-nYPYYZ
NA,NA,S-677&8+01,1970-01-20,fe!ature_40,12,5485,0,FALSE,FALSE,i)d-qKOHxH
253,us)age__253,S-a!e3270,1970-01-20 ,_feat^ure_2 ,15,729,2 ,TRUE,FALSE,id+-tNHox+y
254,usag)e^_254,S-)c5a146,1970-01-20 ,feature_24,4 ,1747,2 ,NA,FALSE,id-RCCFrJ
255,us%age_255,S-)be079)b,1970-01-20,feature_5,10 ,4130 ,0,FALSE ,FALSE ,id-Sl^dQMi
256,usage_256,S-8eb9*5^5,NA,feature_1(5,8,3837,0,FALSE,FALSE,id-fH*lZDd
NA,usage)_257,s-2b4a26,NA,NA,NA,1115,1,false ,false,id-ibsuus
258,usage&_258,S@-1e5fd7,1970-01-20 ,feature_38,11,2462,0,FALSE,FALSE,id-x$z^QL%dK 
259,usage_259,%S-92a3-8d,1970-01-20,featu_re_17,13,4084,0,TRUE,FALSE,&i@d-WedtFH
260,usage&_260,S-6a0399,1970-01-20,feature_22,15,4699,0,NA,FALSE,id-)wy#rjkf
NA,US-AGE_261,S--615487,1970-01-20,FEATUR!E_27,9,6181 ,2,FALSE,FALSE,ID-CGSQSG
262,u-sage_262,S-7ff8#8c,1970-01-20,NA,NA,1871,1,FALSE,FALSE,id-DGMcux
263,NA,s-8#2a67a,1970-01-20,feature_33,7,NA,0,false ,false,id-cf.svwr
264,%usage_264,NA,1970-01-20,feature_38,11,4430,0,FALSE,FALSE,i*d-UCdGt!n 
265 ,usa.ge_265,S-55d5)3#c,NA,fe#ature_30 ,13,3012,NA,TRUE,FALSE,id-OZMLhS
266,NA,S-3311b1,NA,feat)ur(e_4,11,NA,0,FALSE,FALSE,id-sSrS&Bu 
267,usage_2(67,S-0896_f4,1970-01-20,feature_$19,14 ,2677,0,FALSE,FALSE,id-U*REgsO
268,*usage_268,S*-1%0fc@7d,1970-01-21 ,feature_21,5,1590,0,FALSE ,FALSE ,id-TxN*lJp
269,usage_269,S-0fc73c,1970-01-20,feature_39,9,3836,NA,FALSE,FALSE,id-xIm%HVd
270 ,usage_27@0,S-b5b9(a5,1970-01-20,featu^r)e_31,12,NA,1,FALSE,FALSE,i(d-FEilzO 
271,u+s%age_271,S-6696a%0,1970-01-20,@f%eatu.re_1.7,10,1375,NA,FALSE,NA,id-+htHUkS
272,usage_2-72,S$-ce9.32b,1970-01-20,fea!ture_16,9,4062,0,NA,FALSE,id-TVtY&Ut
273,usage_273,_S-4c6ee1,1970-01-20,feat+ure_8,11 ,NA,3,TRUE,FALSE,id-P(b^og$L-C
274 ,*usa$ge_274,S-2a6eb3,1970-01-21,NA,9,2643,0 ,FALSE,FALSE ,)id-pqPlrV
275,_usage_275,NA,1970-01-20,fea@ture_3$9,12,2202,2 ,FALSE,FALSE ,id-PYw)Z&fO
NA,usage#_276,S-a3300f,NA,*feature_(6 ,NA,288,0,FALSE,FALSE,i!d-.ASPwWL
277,usage_2$77,S-388f70,1970-01-20,feature_3_1,8,NA,4,FALSE,FALSE,id-fTUl(jj
278,usage_2#78,S-c5a7)5d,1970-01-20,.feature_24,10,2227,0,FALSE,FALSE,i^d-$nQSkhA
279 ,usage_279,S-*bdd)4c5,1970-01-20,.feature^_9,15,4841,0,FALSE,NA,id-T*XeNLc
280,u+sage_280,S-0(d82$93,1970-01-20,feature_22,11 ,3202,0,NA,FALSE,id-IAktSM
NA,usage_281,S)-ac6f2@4,1970-01-21 ,feature_22,11 ,873,0,FALSE,FALSE,NA
282 ,us)a#ge_282,S-5b9b_b9,1970-01-20,featu.re-_7,6,1492,NA,FALSE,FALSE,id-tDzaCt
283 ,usage_283,NA,1970-01-20,feature_35,13,2993,0 ,FALSE,FALSE,NA
284,)usa+ge_284,S-1bbf%0a,1970-01-20,(feature_6 ,9,6691,2 ,FALSE,FALSE,id-efLFug
285,usage_285,%S-c*0127d,1970-01-20,fea$ture_35,10,2378,0,TRUE ,FALSE,i+d-_yaadQE
286,usa)ge_286,s-b0704$3,1970-01-21,fe*ature_20,8,2304,0,false,false,NA
287,usage_287,S-75c@1b4,1970-01-20,feature_27,10,NA,4,TRUE ,FALSE,id-QRMFgV
288,us.a.ge_288,S-de7a48 ,1970-01-20,featur-e_17,13 ,1752,1,NA,FALSE,id-AE%d_wLq
289,USAGE_289,S--DCCF50,1970-01-20 ,F.E)ATURE_26,13,568,0,FALSE,NA,ID@-OOGIO!L 
290,usage!_290,S-e0)b!fb1,1970-01-20,feature_12,10,5367,0,FALSE ,FALSE,id-%hKjkRc
291,us)age_.291,S!-87&38af,1970-01-20,featur^e_^11,10,3361,4,FALSE,FALSE,id+-xbNRYP
292 ,usage_292,S-b29^d83,1970-01-20,feature_31,15,NA,0,FALSE,FALSE,id-QxagqH
293,usage_293,S_-befdf1,NA,feature_17 ,7 ,970,0,FALSE,FALSE,id-&cchwqK
294,usage_294,S-b5e9e7,1970-01-20,feat%ure_18,7,2939,0,FALSE,FALSE,NA
295,usage_-2^95,S$-495d33,1970-01-20,!feat$ure_18,NA,1593,0,FALSE,FALSE,NA
296,usage_296,.S-61cc6f,1970-01-20,feature_14,10,3451,0,TRUE,FALSE,id-qUY^SMu
297,NA,NA,1970-01-20,feature_26,9 ,2966,0 ,FALSE,FALSE,id-SyNwPJ
298,us(age_2@9-8,S+-31178d,1970-01-20,feature_38,11 ,1412,0,FALSE,FALSE,id@-TepXqe
299,usage_299,S-0b7de$7,1970-01-20,feature_10,14,2511,0,FALSE,FALSE,id-OSEtGY
300,usage_300,S-03a5b0,1970-01-20 ,fea_ture_38,10,5566,0,FALSE,FALSE,id-gEVivQ
301,^usage_301,S-a3927a,1970-01-20,f*eatu#r-e_36,10,291,0,FALSE,FALSE,id-HA%u*ygr
302,NA,S-22be2c,1970-01-20,feature_29,9,4085,0,FALSE ,FALSE,id-*eBWBEQ
NA,usage_3&03,NA,1970-01-20,feature_19,9,2363,0,FALSE,FALSE,NA
304,usage_304 ,S-82(484b,1970-01-20 ,feature#_17,4,1267,0,FALSE,FALSE ,id-emTcpg
305,NA,S-f0972b,1970-01-20,fea#ture_39,12,2663,0 ,FALSE,FALSE,id-UUKGun
306,usage_306,S-1b37@3+c,1970-01-20,featu.re_.3,11,3279,1,FALSE,FALSE,id-GpzexD
NA,NA,*S^-e2*c20a,1970-01-20,NA,18,4169,0 ,FALSE,FALSE,id-dgadfb
NA,usage_308,&S-11dba6,1970-01-20,fe+ature_22,9,1735,0 ,FALSE,FALSE,id-ihXE.UE 
309,usage^_309,S-01ae7f,1970-01-20,NA,6 ,559,0,FALSE,FALSE,_id-@y_lWKH&i
310,.usage_31$0,S-8e5fd4,1970-01-20,feat$ure_13,13,8861,2,FALSE,FALSE ,id-uTTqLK
311,NA,s-f9a56a,1970-01-20,fe!at(ure_4$0,9,6965,2,false,false,id-xrtkzx
312 ,usage_312,S-8e69#03,1970-01-21,feature@_2,12,5876,0,FALSE,FALSE,id-ZwIaDL
313,usage_313,S-d073b.b,1970-01-20,f)eature_5,7 ,2809,1 ,FALSE,FALSE,_i$d-oMXBwE
314,u!sage_314,S-32545c,NA,#feature_8,9 ,NA,0,FALSE,FALSE,NA
315,&usage_315,S-ab06f4,1970-01-20 ,feature_16,14,5979,0,FALSE,FALSE,NA
316 ,usage_316,S-9b)623b,1970-01-21,NA,13,NA,0,FALSE,NA,id-nULpmI 
317,usag@e_317,S-7b29d1,1970-01-20,feature_27,10,3209,3,FALSE,FALSE,-id-eYBtv*j
318,^usage_318,@S-6%6106d,1970-01-20,-f#eature_^17,NA,1487,0 ,FALSE,FALSE,i-d-qAWQ)ev
319,u$sage_319,S-f@975!37,1970-01-20,f)eatur(e_21,9,1637 ,1,FALSE ,FALSE,id-LFxUaP
320,u-sage_320,S-13ca37,NA,feature_13,8,634,0,FALSE,FALSE,!id-rPqDAt
321 ,us_age_321,NA,1970-01-20,fe+a)ture_27,NA,5561,1,NA,NA,id-qGipd.H
322,usage_322,S-782-0a5,1970-01-20,feature_30 ,14,373,4,FALSE,FALSE,id-FCGtAE
323,USA+GE_)323,S_-4D&F118,1970-01-21 ,NA,10,2324,0,FALSE,FALSE,I-D-VZBBX&W
324,usage_324,S-8f*f318,1970-01-20 ,feature_3!0,NA,1393,0,TRUE,FALSE,id&-dkUpmi
325 ,u%sage_325,S-7f04ec,1970-01-21,f*eatur)e_15,12,826,1,FALSE ,NA,i-d-@fKQsMx
326 ,usage_326,*S-8e5fd4,1970-01-20,feature_12,6,NA,0,FALSE,FALSE,_id-udopzI
327,usage_327,S-69$1d+69,1970-01-21,feature_22,9,1475,0,TRUE,FALSE,NA
NA,usage_328,S-bfca66,1970-01-20,+fea-tu%re_11,14,3345,NA,FALSE,FALSE,id-gleGI%i
329,usage_329,S-$e50f4%3,1970-01-20 ,NA,5,1779,0,FALSE,FALSE,id-fhGAUP
330,usage_330,S-80a6a6,1970-01-21,feature_-10,18,6324,0,FALSE,FALSE,id-(dOV$vDf
331,usage_331,S-9_ed535,NA,feature_38,13 ,2294,0,FALSE,FALSE,NA
332,usage_332 ,S-5$09%e88,1970-01-21,feature_34,11,1885,0,FALSE,FALSE ,id(-qLFAYh
333,usage_333,S-7dab19,1970-01-20,feature^_25,NA,2723,0 ,FALSE,FALSE,id-BGged^t
334,usage_334,S-7b2efe,1970-01-20,f^eature_1$5,10,468,NA,NA,FALSE,i+d-#SSxKoW
335,usage_335,NA,1970-01-21,(feature_15,NA,864,NA,FALSE,FALSE,NA
336,usage-_336,S-58239c,1970-01-20,NA,9,645,NA,FALSE,FALSE,id(-wpNGGj
337,u(sage_337,NA,1970-01-20,NA,14,NA,0,NA,FALSE,_id-umBhPH
338,usage_338 ,S-4c9107,1970-01-20,feat+u)re_7,9,2690,0 ,FALSE,FALSE,*id-f+TDQno
339,usage_339,S-9%f59fd,1970-01-20,f(eatur&e_31,10,3586,0 ,NA,FALSE,id-WH%lnCa
340,NA,S-84dd93,1970-01-20,featur&e)_10,16,2638 ,0,TRUE,FALSE,id-VRt+rYD
341,usage(_341,_S-2abab6,1970-01-20,NA,10,722,0,FALSE,NA,id-NYwuNf
NA,us&ag#e_.342,S-0de78a,1970-01-20,NA,9,1662,1,FALSE,FALSE,id-RkgKsa
NA,u!sage_343,S-c58d66,1970-01-20,NA,8,2611,0,TRUE,FALSE,id-LUBsEt
344,usage_344,NA,1970-01-20,fea+ture_37,5,469,NA,FALSE,NA,id-KUCECJ
345,u%sage._34&5,S-505-db5,1970-01-20,feature_18,13,6187,0,FALSE,FALSE,NA
346,usa.ge*_346,S-1.862f2,1970-01-20,feature_12,NA,140,NA,FALSE,FALSE,id-.GP.ZiDQ 
347,usage_347,S-2c091a,NA,feat(ure_6,7,2715,0,FALSE,FALSE,id-kENeQi
348,NA,NA,NA,feature_6,11,2927,0,FALSE,FALSE,id-CBn)YOm 
349,usage_349,NA,1970-01-20,featur*e_)18,NA,2355,0,FALSE,FALSE,&id-SEjy#r^C
350,usage_350,S-8c6.1f&4 ,1970-01-20,fe+at+ur(e-_9 ,15 ,4889,0,FALSE,NA,i@d-&w_gEYOi
351,usage_35.1,S-)f50af%e,1970-01-20,feature_3%7,NA,6433,1,FALSE,FALSE,NA
352,usa@ge_352,S-7501c9,1970-01-20,featu#re_2,11,825,0 ,FALSE,NA,id-IHVxqH 
353,USAG(E_353,S-B5643B,1970-01-20,FEATU_RE_1,10,3792,0,FALSE,NA,ID-SDSIJN
354,usage_35-4,S-)f24690,1970-01-20,fea)ture_30,6,2656,0 ,FALSE,NA,id-hz^m-pxy
355,us_age_355,S-1261fb,1970-01-20,feature^_12,5,1194,0,FALSE,FALSE,id-+xcNxDV
356,usage_35#6,S-025bea,1970-01-20,feature_1,14,959,0 ,FALSE,FALSE,id-rmruSJ
357 ,usage_357 ,S-804a70,1970-01-20 ,%feature_8,7,2802,0,FALSE,FALSE,id-FRymuJ
358 ,usage_358,S-+f78&3b6,1970-01-20,fe!ature_3 ,9,1660,0,FALSE,FALSE ,id-GBxjRo
NA,usage_3^59,S-a4f*26d ,1970-01-20,+feature_16,12,5204,2,FALSE,FALSE ,id-JJsms.Q
360,u*s!age_360,NA,1970-01-20,(feature_30,11 ,1912,0,FALSE,FALSE,*id-mXI_oaF
361,usage_361,S-@0638d-c,1970-01-20 ,+feature+_29,8,1049,0,FALSE,FALSE,id-AKNjNC
362,us^age_362 ,S-fa9b43,1970-01-20,feature_16,10,6456,0,FALSE,FALSE,i%d-EsVKSb
363 ,usage_363,_S-d69e2c,1970-01-20,^feature_4,9,1736,2,FALSE,FALSE,id^-r$nQ#Bg.H
364,usage_!364,S-a_6-7e83,NA,feature_9,8,3751,4,FALSE,FALSE,id-nydH$TH
365,usage_365,S-61fa27,1970-01-20,NA,6,1586,0,TRUE,FALSE,id-c#BsmKI
366,usage_366,S-b76ba6,1970-01-20,feature_30 ,9,1210,1,TRUE,NA,id-D!VHMHh
367,usage_367,S-46#526e,NA,featu#r@e_40,5,1946,0,FALSE,FALSE,id-DvfXxV
368,usage_368,S-+7be03.6,1970-01-20,NA,7,3535,0,FALSE,FALSE,id(-Q#lhVdr
369,usag_e_369,*S(-a&69559,1970-01-20,+feature_24,5,5547,0,FALSE ,FALSE,&i$d-*JT#JDZo
NA,NA,S-e07b30,1970-01-20,feature_2^2,14,2720,1,NA,FALSE,id-UCMeZ_R
371,usage_371,S-0abdec,1970-01-20,feature_1,15,1039,0,FALSE,FALSE,id-Lt+lvFj
372,usage_372,%S-f71b@b0,1970-01-20,feature_12,12,5807,1 ,FALSE,FALSE,NA
373,usage_3*73,^S-df3_e3d,1970-01-20,$featur*e_12,9,2520,2,FALSE ,FALSE ,id-QpsyQM
374,@usage_374,S-11dba6,1970-01-20,fe!ature_.36,10,1711,0,FALSE,FALSE,id-ctaQoo
375,NA,S-78f326,1970-01-20,fea@t)ure%_22,8 ,NA,3,FALSE,FALSE,id-QfXyOq
376,usage_376,*S-cf2b(4a,1970-01-20,fea!tur(e_37 ,9,5284,0 ,FALSE,FALSE ,id-IMcjwT
NA,usage(_377,#S-ad(32a8,1970-01-20,fe*atur+e_1,NA,1852,1,FALSE,FALSE,id-zxMLWQ
378,us(a.ge_378,s-63e282,1970-01-20,f+eature_13,10,2571,0,false,false ,!id-hjovxi
379 ,NA,&S-78!26c(1,1970-01-20,f&e^ature_4 ,15,5114,0,FALSE,FALSE,id-piCzwF
380,usage_380,S-6cd!38d,1970-01-20,NA,6 ,189,4,FALSE,FALSE,id-)ZZpico
381,u@sage_3.81,S-5c4e+f1,1970-01-20,feature_38,7,1601,3,FALSE,FALSE,id-FwDkuI
382,usage_382,S-23587d ,1970-01-20 ,feature+_5 ,4,86,0,FALSE,FALSE,i%d-HciK@sn
383 ,us*age_38(3,S-921f19,1970-01-20,feature_4,8,773,3,FALSE,FALSE,id-k^wSH&xL 
384,usage_384,S-6+11&bf8,1970-01-20 ,+feature_32,12,1776 ,2,TRUE,FALSE,id-EStLYw
385,usage_385,S-f7a5b9,1970-01-20 ,featu#re_.37,10,NA,0,FALSE,FALSE,id-MraZaQ
386,NA,S-b32$512,1970-01-21,NA,11,NA,0,FALSE,FALSE ,id-tRuUT$X
387,usage_387,S-57019+e ,1970-01-20,feat#u_re_25,6 ,NA,0,TRUE,FALSE,id--dCM%Pm.s
388,usage_388,S-28e7bf,1970-01-20,feat-u)re_14,12,1996,0,NA,FALSE,id-DvAPwn
389,usa*g^e_389,S-5bd+e76,1970-01-20,feature_5,9,2084,0,FALSE,FALSE,id-XVWntu
390,usage&_390 ,S-7b3fd3,NA,feature_35,16,9200,0,TRUE,FALSE,id-oxpLZ+d
NA,usage_391,-S-9d7fa9,1970-01-20,featu.re_20,11,1314,NA,FALSE,FALSE,id-tB$E-ZZd
392,usag)e_392,S)-0@e9334,1970-01-20,@featu$re_20,7,4033,0,FALSE,FALSE,id-qfFQIp
393,usage_393,NA,1970-01-20,feature!_12 ,12,7316 ,3,FALSE,FALSE,id-+RJ-u+I(Gb
394,usag!e_3@94,S-9af385 ,NA,+f_eature_4,6,750,NA,FALSE,FALSE,id--CEFLfw
395,usage_@395,S-3+1e.347,1970-01-20,featu-re_4,7,1103 ,0,FALSE,FALSE,id-YBRkp-p 
396,NA,S-1d2d00,1970-01-20,fea!t^u_re_16,7,191,0,FALSE,NA,NA
397,usage_397,S-b-f.39f7,1970-01-20 ,feature_15 ,8,575,4,FALSE,FALSE,i!d-TF*eUTd
398,usage_398,@S-c0127d ,1970-01-20,featu-r*e_1@9,7,1064,0,FALSE,FALSE,id-QgtqmH 
399,usag#e_399,S-88cb91,1970-01-20,feature_24,8,931,0,FALSE,FALSE,id-GPOzfo
400,usage_4^00,NA,1970-01-20,feature_32,14,4904,0,NA,FALSE,id-M.SEnTc
401,usag+e_401,S-812(d97,1970-01-20,fea.ture_17,8,1721 ,0,NA,FALSE,id-jnGDzm
402 ,usage_402,S-b48787,1970-01-20,feature!_14,7,3481 ,0,FALSE,FALSE,id-iJVQlB
403,usage_+403,S-ede33a,1970-01-20,NA,8,2051,0,FALSE,FALSE,id-RJxuUJ
404,usage_404,S-07399c,1970-01-20,featu#re_16 ,9,NA,0,FALSE,FALSE,id-QljyvI
405,NA,S-527b39,1970-01-20,feature_17 ,6,1613 ,0 ,FALSE,FALSE,i_d-tSBhNy
406,usage_406,S-a0c74-1,1970-01-20,feat(ure#_22,6,NA,0,FALSE,FALSE,id-hxQNR)g
407,usag.e_%4#07 ,S%-79c82e,1970-01-20,NA,13,6110,NA,FALSE,FALSE,id-IoyhvV
408,)usa(ge_40&8,S-a0a5e3,NA,feature__15,14,2364,0,FALSE,FALSE,id-aqiQkH
409,usage_^409,S-8+f)babd,1970-01-20,feature_11,10,5478,1,TRUE,NA,id-BaPoJU
410,usage_410,S-7b65f4,1970-01-20 ,feature_-37,14,3687,0,FALSE,NA,NA
NA,usage_411 ,S-605115 ,1970-01-21,feature_36,NA,3041,2,FALSE,FALSE,NA
412,$usag.e_412,NA,1970-01-20,NA,NA,7868,2,FALSE,FALSE,-id-WGTc)zV 
413,u*sag_e_413,S-0380a3,NA,fe%ature_2+7,15,3627 ,NA,FALSE,FALSE,id-JrWn@Bk
414,USAGE_414,S-B9F&C.6C,1970-01-20,NA,11,NA,0 ,FALSE,FALSE,ID-KNIHDX
NA,NA,S-0c91c_4,1970-01-20,!feature_^30,14,3053,0,FALSE,NA,id)-LADbnl 
416,%USAGE_416,S-936E80,1970-01-21,FEAT$URE_13,NA,6194,0,FALSE,FALSE,ID-OQGKNS
417,usa-ge_417 ,S-ae6295,1970-01-21,NA,17,NA,0 ,FALSE,NA,id-Bne(Ttq
418,USAGE_4-18,S-^93673)2,1970-01-20,FEATURE_30,NA,2830,0,FALSE,FALSE,ID-YVPS@JP
419,us$age_419,S-c99(814,1970-01-20,feature_37 ,12,2068 ,0 ,FALSE,FALSE ,NA
420,usage_420,S-0)da8be,1970-01-20,f@eatu(re_22,NA,NA,0,FALSE,FALSE,id-vAYnjt 
421,usage_4^21,S%-69f+b37,1970-01-20 ,f+eatu_re_32,5 ,3559,0,FALSE,NA,id-DwmBZ!l
422,usage_422,S%-d6106b,NA,feat)ure_27,7,419,1,TRUE,FALSE,NA
423,usage_423 ,S-5a$a854,1970-01-20,featur_e_21 ,10,2999,0,FALSE,FALSE,NA
424,usage_#424,NA,1970-01-20,feature_1,12,4235,0,FALSE,FALSE,id-bznVgA
425,usage_425,S*-639#754,1970-01-20,feature_8,5,161,1,FALSE ,FALSE,id-mUWilJ
426,usage_426,S-134753,1970-01-20,fea!ture_36,NA,5257,0,FALSE,FALSE,.id-dHJslM
427,usa_ge_427 ,)S-*01b2d$c,1970-01-20,!feature_32,13,1654,0 ,FALSE,FALSE,id-&FHIROy
428 ,usage_428,#S-.dd2$20e,1970-01-20,feature_-11 ,NA,1556,0,FALSE,FALSE,id-NBgSuR 
429,usage^_#429,S-67c2c9,1970-01-20,feature_24,7 ,1571,0 ,NA,FALSE ,id-U-DnweC 
430,usage_430,S-c87692,1970-01-20,feat_ure_2,NA,1754 ,0,FALSE,FALSE,id-ia^JcWw
431,usage_431,S-8fd98a,1970-01-20,featu+re_35 ,8,2333,2,FALSE,FALSE,id-YEjxPU
432,usage_432,^S-8d4b81,1970-01-20,fe_ature_1,10,827,0,FALSE,FALSE,id-IUZf&XO
433,us_age)_433,S-9b62!3b,1970-01-21,feature_31,12,2966,0,FALSE,FALSE,^i&d-nt_rfKY
434,NA,S-bc5908,1970-01-20,featu)re_39,8,NA,0,FALSE ,NA,id-Na.wauS
435,-usage_^435,NA,1970-01-20 ,fea%ture_3 ,17,3917,0,NA,FALSE,id-TuNcsp
436,usage_436,S-2!70e94,1970-01-20,!feature_27,8,2081 ,NA,TRUE,FALSE,i*d&-!SgFotq
437,usag+e_4!37,S-b1)12eb,1970-01-20,featur$e_2 ,6,1302,1,FALSE,FALSE ,i@d-hzwiBr
438,usage_438,S-3110d^9,1970-01-20,f*eatu@re_19,8 ,989,0,FALSE,NA,)id-G&L_fXgj
439,usag)e_%439 ,S-4341^40,1970-01-20,f)eature_10,7,1328,0,FALSE,FALSE ,&i%d-RjSjio
440,usa(ge_440,S-79)5878,1970-01-20,featu.re_39,12,3305,3,TRUE,FALSE ,id-hDYGoo
NA,usage_441,S-e2799b,1970-01-20,NA,11,5935,1,TRUE,FALSE,)id-VFV)qpm
442,usage_442,S-aaaa83,NA,fe_ature_20,9 ,3569,0,FALSE ,FALSE,+id-sMiP^jX
443 ,NA,S-62-872^9 ,1970-01-20,featur&e_20,NA,2983,0,FALSE,FALSE,id-f#zILUI
444,usage_444,S-a9fb74,1970-01-20,fe&ature(_7,6,282,0,TRUE,FALSE,+id-xjMQFH
445,usage&_445,S-3701-35,1970-01-21,feature_13,15,4573 ,1,TRUE ,FALSE,id-Fyal-Lf
446,usa^g.e_446,S-5e^8d!9f,1970-01-20,featu#re_38,6,479,0,FALSE,FALSE,id$-ywLiPD
447,us$ag$e_447 ,S(-8985d3,1970-01-20,feature&_30,NA,2992,1,TRUE,FALSE,id-FaKAsD
448,usage_448,S-94c)6.a5,1970-01-20,feature_15,5,6496,NA,FALSE,FALSE,id-wCmTGG
449,usa+ge_449,S-21e372,1970-01-20 ,feat.ure_10,13,7748,NA,FALSE,FALSE,id-asYHTn
450 ,U^SAGE_450,S-46%2BD2,1970-01-21,FEATUR@E_+29,8,2288 ,4,FALSE,FALSE,ID-WEDHNK 
451,usage_451,S-@9dfce0,1970-01-20,feature_3$5,11,611,2 ,FALSE,NA,id-yiasVR
452,usage_45&2,NA,1970-01-20,.feature_19,9,1265,1,FALSE,FALSE,*id(-plTJze
NA,NA,NA,1970-01-21,feature_29,10,662,3,FALSE,FALSE,id-ZllKVZ
454,u&sage_4+54,S-1351ac,1970-01-20,feature_15 ,NA,1103,0,FALSE,FALSE,id-Ami.URu
455,usag_e_45%5,S-487d1^8,1970-01-21,feature_7,11,1496,0,NA,FALSE,i#d-nQIFPj
456,!usage_456,NA,1970-01-20,f^eature_29,13,2695,0,FALSE,FALSE,id-hIu)hnm
457 ,usage_457,S-0586ad,1970-01-20,f!eature_27,7,2657,0,FALSE,NA,id-J*ILnLL
458,NA,S-82A67A,1970-01-20,FEA-TURE._4 ,11,4035,0,TRUE,FALSE ,ID-YCPDFN
459,@usage_459,S-9ac7cb,NA,feat^ure_26,11,5023,0,FALSE,FALSE,id-G$YRTBT
460,usage_$460,S-11168&3 ,1970-01-21 ,feature_18,7,NA,NA,FALSE,FALSE,id-Gwufnh 
NA,usage_461,S-6a$8046,1970-01-20 ,featur*e_6,17 ,3463,1,FALSE ,FALSE ,id-pFt^rr$Q
462 ,usage_46&2,NA,1970-01-20,featu-re_39,15,5313,0,NA,FALSE,id-ITswWv
463,us!ag+e_463,S-65c079,NA,feature_34,NA,414,0,FALSE,FALSE,id-v&qZBqA
464,$usage_464,S-97a010 ,1970-01-20 ,feature!_1(4,9 ,1982,1 ,FALSE,FALSE,id-COCuKV
465,NA,S-4!613!34,1970-01-20,feature_@1,NA,1926,0,FALSE,FALSE,id-NWyuJM
466,!usage_466,S-2.6191b,1970-01-20,feature_33,6,175,0 ,FALSE,FALSE,NA
467 ,&usage_467,s-7^179fd,1970-01-20,feature_9,14,4474,0,NA,NA,id-aufcgl
468,usage_468,S-a8&0511 ,1970-01-21,feature+_26,13,2372,0,FALSE,FALSE,i*d-ZsFSpv
469,USA*GE_4+69,S-(3D0E5C,1970-01-20,NA,9,2695,1,FALSE,NA,ID-RSGILT 
470,U@SAGE_4@70,S-F8&357E,1970-01-20,FEATURE_18,8,2279,0,FALSE ,FALSE,ID-HAOFJB
471,@usa^ge_4^71,NA,1970-01-20,f^e*ature_20,7,3877,0,FALSE ,FALSE ,id-$STVkUb
472,usage_472,S-ed-e618,1970-01-20,feature_@20,13,2835,0,FALSE,FALSE,id-QS*JPHI
473,usage_473,S-2359a2,1970-01-21,featu^re_1,NA,5031,0,FALSE,FALSE,)id-CUyuZZ
474,usage_474,S-%715a#ce,1970-01-20,featu!re_5,9 ,1056 ,0,FALSE,NA,id-NJkjVt 
475,usage_4_7-5,S-0-2198^5 ,NA,feat)ure_17,9,2488,0,FALSE,FALSE ,id-YeOI(yg 
476,usage_(476,S-dd$8(371,1970-01-20,feat$ure-_33,12,1908,0,FALSE,FALSE,id-YqwW!vc 
477,usage_4_77,S_-a1cc61,1970-01-20,featur#e_9,6,1277,0,FALSE ,FALSE,i_d-KTLI&XI
478,u.sage_478,NA,1970-01-20,feature_21,11,6822,0,NA,FALSE,id-py$WVko
479,u+sag&e_479,NA,1970-01-20,@fea&t.ure_7,12 ,2924,0,FALSE,FALSE,id-kb@CBQC
480,NA,S-f8e0!91,1970-01-20,featu!re%_30,15 ,4857,0,FALSE,FALSE,id-&pWofoB
481,usage-_481,S-02d46a,1970-01-20,fe@ature_2,5 ,944,0 ,FALSE,FALSE,id*-%QMiumt 
482,*usage+_482,%S-998ec2,1970-01-20 ,featu&r)e_36,11,1166,0,FALSE,FALSE,NA
483,usage_48%3,S-f+bc35d,1970-01-21,feature_19,7,920,0,FALSE,FALSE,id(-wKuk+rT
484,-usage_48#4,NA,1970-01-20,feat)ure_8,7,1543,NA,FALSE,FALSE,id-WAPOff
485,usage_48)5,S-^5*7cd0_5 ,1970-01-20,featu*re_34,10,418,3,FALSE,FALSE,id-vw@gpPr 
486,usage_486,S-c55cbb ,1970-01-20,fea*ture)_2$1,9,973,1,TRUE,FALSE,id-eTWcnp
487,usage_487,NA,1970-01-20,feature_5,NA,1665,2,FALSE,FALSE,id_-u-sPmtr
488,U!SAGE_48^8,S-212FC4,1970-01-20,FEATURE_25,8 ,1103,2,FALSE,FALSE,ID-LXEVIJ
489,usa!ge_489,S-a7d34+e,NA,NA,13,3595,0,FALSE,FALSE,i)d-hsPsJB
490,NA,!S-afa7a7,1970-01-20,feature_31,NA,4421,NA,FALSE,FALSE,id-EmTaNa
