App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
Wikipedia,BOO)KS_AND@_REFE+RENCE,4.4,577550 ,Varies with device,"10,000,000+",Free,NA,E$veryone,Books & Referenc^e,"August 2, 2018",&V&arie(s with dev^i_c&e,Va$ries with% device
A#mazon Kind$le,BOOKS_$A$ND_REFERENCE,4.2,814080,Varies !with device,"100,000,000+ ",Free,0,Teen,NA,"July. 27, &20%18",Varies w!ith device,Varies w!ith devi_c.e 
Cool Read$er,BOOKS_AND_REFE-RENCE,4.5,246315,Var^ies with device,"10,000,000+ ",Free ,0,NA,Books & R%eference,"July 17, 2-015",Varies with device,1.5! and up 
Dictionary - Merriam-Webster,B!O(OKS_AN-D_REF&E&R)ENCE,4.5,454060,Varie&s with device,"10,000,000&+",!Free ,NA,NA,&Books &. Reference,"May 18, 2018",Varies% wi*th devi!ce,Varie.s with device 
@NOOK: R)ead eBook&s & Magazi&ne.s,BOOKS_AND_REF$ERENCE,4.5,155446 ,Varies& w%ith device,"10,000,.000+",Free,0 ,NA,NA,"A)pril 25, 20_1*8",Varies -with device,V^a%ries wit(h device
Free P$anda Radi%o_ Music,BOOKS_&AND_+REFERENCE,4.5,418,4.2M ,"100,000+",Free,0,Everyone,Boo^ks( & Referenc!e,"+March. 27, 20$18",2.1,NA
Book store,BOOKS_AND_RE$FE$RENCE ,4.4,22486,NA,"1,00$0,00$0+",Free,0 ,Teen,Books &! Re#ference,"*June 6*, 2018",^3.2.1,4.0 and up
FBReade%r: Fa^vorit-e Book Reade*r,BOOKS_%AND(_REFERENCE,4.5,203130,Varies with ^dev^ice,"1.0,000,000+",Free,0,Everyone,Boo(k#s %& Refere@nce ,"June 28, 2018",Va%ries w^ith device,Varies wi@th d!e!vice 
NA,BOOKS)_AND_REFERENCE,NA,NA,2.8*M,NA,)Free,0,NA,Books & Reference,"January 21&, 2018",NA,4.0 and u)p
Free Books - Spirit Fan.fiction and Stor$ies,BOOKS_AND_^REFE_R@ENCE,4.8,116507,5(.#0M,"%1,000,000+",@Free,0 ,Teen,Books & Reference,NA,.2.0.075,4.0.3 and up
Google Pla#y Bo.oks,NA,NA,1433233,V(aries) with devic@e,"1,000,000,000+",Free,0,T^e!en,Book+s & Reference ,"August $3, 2018",Varies_ with d*evice ,Va.rie(s with @device
AlReader -any text book _reader ,.BOOKS_AND_REFERE%N^CE,4.6,90468,5.9M,NA,Free ,0,Every#one,Books. & #Refer(ence,"May _27., 2018",&1.^91(18-05270,*2.3 an$d _u&p
Offli&n+e English Dictionary,BOOK&S_AND%_REFERENCE ,4.2 ,860,@13M,NA,Free ,0,E(veryone,Books &- _Ref)e.renc+e,"Ju.ly 17, 2018",1.0,4^.0.-3 @a$nd up
Oxford Dictionary o(f English : Free,BOOKS_AND_REFE&RENCE,4.1,NA,7.1M,NA,!F&ree ,0,Ev#eryone,Books & Referen_ce,"Jul(y 11, 2)0(18",9.1.363,4.-1 a@nd up
Offline:# English )t#o Tagalog Dictionary,BO+OK@S_AND_REFERENC^E,4.7 ,NA,6.7M,NA,Free,0,Everyone,Books & Refere!nce,"August 4,@ 2018",1.1.6,4.0.3& and up 
Spanish English &Translator,NA,4.2,87873,Va$ries with# !d_evice,"10,@000,000+",F+ree,0 ,Teen,Books & Refer.ence,"May* 28(, 20.18 ",Var%ies wi#th devi*ce,V$aries with device
Fa*milySearc!h Tree,BOOKS_AND_REFER!ENCE,4.3,17506,17M,"1,000,0$00+",Free,0,Everyone,Books & ^R#eference,"July 20, 2$018",2.3.*18,4$.1 and up
#Cloud %of Bo%oks,BOOKS_AND_REFERENCE ,3.3,1862,19M,NA,Free,0,Everyone,Bo^oks & Reference,"April 27,- 2018",2.2.5,4.+1 and u.p
Recipes of Prophet+ic Medicine for@ fr*e_e,BOOKS__AND_RE-FERE!NCE,4.6,2084 ,6.7M,"+5.0+0,000+",)Free,0,E)very%one,Books & Refer%ence,"May *1^7, 2018",15.!0,(2.3 and %up
readera – free eb^o$ok reader,books_and_reference,4.8,47303,21(m,"1,000,000-+",free ,NA,everyone,books *& re(fe*rence ,"jun)e 2, 2018",18^.05.31+5^30,4.1 and up
NOOK *A#pp fo*r NO*OK D&evices,BOOKS_AND_REFERENCE,4.7,19080,Varie!s with device,"500*,0+00+",Free,+0,E&veryo)ne,Books & R!efe&rence,"April 25, 2018",Var_ies with device,Varies with dev.ice
Anonymous @caller detection,NA,NaN,161,2.7M ,"10,000+",Free,0,Everyo@ne,Bo^oks &. Reference,NA,1.)0,NA
Ebook Reader,BOOKS_(AND_REFERENCE,4.1,85842,37M,"5,%000,000+ ",Free,0,Everyone,Books & Reference,"June 25, 2@018",5.0^.6 ,4.0 and up
Li*tne)t - E-book(s,NA,4.6,7831,1%5M,"100,000+",Free,0,Teen ,Books *& Reference,"July 4, 2018",1.2.3,4.0 and up
Read #books o&nline,BOOKS_*AND_REFERENCE,4.1,91615,23M,NA,F#ree,NA,Mature 17+,Bo.oks & Re-fer@ence,"June &29, 2018",)3.^12,NA
Engl^ish to Urdu) Dic(tionary,BOO.KS_AND_R!EFE$RENCE,4.6,4620,19M,"$500,000+",-Free,0,Everyone,Books & Reference ,"N#ove)mber 23, 2017",2.0,4.0.3 and& up
eBoox: @bo$ok reader fb2 epub zip,BOOKS_AND_REFEREN@CE,4.7,21336,23M ,"1^,000,^000+",NA,0,*Everyone,Books .& Reference,"June 20, 2018",1..28,NA
Eng%lish Pe-rsian Dictionary,BOOKS_AND_REFERENCE,4.5,26875,73M,"500,000+ ",Fre&e,0,Eve(ryone,Books & Reference,"Aug(ust 1, 201!8",6.0.8,4.0.3 and up
Flyboo&k,BOOKS_AND_REFERENCE,3.9,NA,4.9M,"500,000+",Free,0,Mat%ure 17+,Books & Reference,"October 16, 2014",1.*0_.3,2.1 and up
Al*l Maths Formulas,BOOKS_AND&_REFE@R-ENCE,4.4,2709,6.8^M,"1,000,^0-00+",!Fre+e,NA,Everyone ,(Books & Reference,"July ^11, 2018 ",1.9,4.4 and up
Ancestry,B*O+OKS_%AND_RE$FERENCE,NA,64513 ,Var)ies! with device ,"5,000,000+",Free,0,Ev@eryo)ne ,Books & #Reference,"J$uly 31, 20!18",V-aries with devic(e,Vari.es with +device
htc help,)books_and_r&efe(rence,4.2,8342,varies #with device,NA,free,0,everyone,book*s & reference,"august 28!, 20-17",9.00.950462 ,7.0@ and up
English translat@ion from Bengal$i ,*BO_O(KS_AND_REFERENCE,4.5,527,NA,"100,000^+",Free,0,E@veryon!e,Books & Reference,"March 31,) 2_018",14.0,4.0 and up
Pdf Boo$k ^Download - *Read Pdf Book,NA,4.4,1322 ,3@.5M,"10!0,000+",Free,0,Everyone,Books & Ref+erence,"May 28, 201-8",6.0,4.0.3 and up
@Free Book Reader,-BOOKS_AND_REFERENCE,3.4 ,1680,4.0M,"100,000+ ",Free,0,+Eve)ryone,Books &) Reference,"Augu#st 20, 2016",3_.05,4&.0.3 and up
eBoox new: R^eader for fb2 epub zip books,NA,4.9,2739 ,21M,"50+,+000+",Free,(0,Everyone,Book#s & Re(ference,"July 17, 2018 ",2.0,3.$0 and- up
"O*nly 30^ da@ys in English), th)e( guideli_ne is guaranteed",BOOK%S_A_ND_REFE!RENCE,4.6,1065,2.3M,"+500,000+",Free ,(0,E_veryone,Books$ & Reference,"J.un)e 16, 2018",1.5,3.0 an&d $up 
Moon+ Reade%r ,BOOKS_AND_REFERENCE,4.4,233757,&Vari_es with device,"#10,0^00,000+",F%re&e,0,Eve%ryone,Book&s & R_eference,"May+ 1, 2018",Varie(s with de*vice ,V&ari#es with device
SH-02J Owner's @Manual (Android 8.0),BOOK%S_AND_REFERENCE,NaN,2,NA,"_50,000+",Free,0,Ever.y-one,Book^s & Reference,"June 15, 20.18",3.0,6.0 and up
English-Mya+nmar- Di^cti!onary,BOOKS_AN.D$_^REFE*RENCE,4.4,8788,10M,"1,000@,.000+",F&re-e ,0,Ever)yone,B$ooks & R$e&ference,"July 28&, 2018",2.5.3,4.0 a)nd up
Golden Dictiona%ry (EN-.A(R),!BOO*KS_AN$D_REFERENCE ,NA,51269,6.$1M,"1,000,000+",Free,0,Eve$ryon_e,Books & Refere+nce,NA,7.0.4.6,4.2) !and up
All ^Language Translator Free,BOOKS_AN-D_REFE+RENCE,4.4,30105,#2.1M,"1,+000*,000+",Free,NA,NA,Books @& Ref#erence,"July 29, 2018",1.15,4.0!.3 and up 
+Azpen eReader,&BOOKS_AND_+REFERENCE,3.5,156,4(2M,"500,000+",&Free,0,Eve^ry-on-e,Books & Reference ,NA,3.1.7.9,@2.2 and_ up
URBANO V 02 instruction ma_nual,BOOKS%_AND_!REFERENC%E,NaN,114,7.3M,"100,000+ ",Fre(e,0,Every^one,NA,NA,&1.1,5.1 a*nd up 
)Engli(s+h Dictionary -! Offline,BOOKS_AND_%REF*E*RENCE,4.4,341157,&30M,"!10,000,$000+",Free,0,Every.one 10+,Books & R-e*fer!e_nce,"March 20, 2.018 ",3.9.1,4.2 and u@p
Visual Voi&cemail by MetroPC^S,BUSINESS,4.1,16129,Varies with device ,"10,000,000+",Free,0,(Everyone ,Business,NA,Varies wi&th device,Varies %with device
Inde$ed Job Search,$BUSINESS ,NA,674730,NA,"50.,000,000+",Free,&0,Everyone,Business,"May 21, 2018",(Varies with device,Va^ries with device
UBE!R DRI*VER,BUS#INESS,4.4,1254730,VARIES WITH DEVICE,"1(0,000,)000+ ",F$REE,0,EVE&RYONE,BUSINESS,"_AUGUST 3, .2018 ",V)A)RIES WITH DEVICE,VARIES WITH DEVICE
ad%p mobil)e soluti*ons,!busines(s,NA,85185,29m,"5,000,000+",free ,0,ev.eryone ,business,"july 17, 201@8",3.$4.2,5.0 and up
Snag - -Jobs H@iring No)w,BUSINESS,4.3,32584,Vari_es with device ,"1,000,$000+",Free,NA,NA,Bu+siness,"May -4, 201#8",Varies with. device,Varies with dev(ice
Docs T)o Go™- $Free) Office Suite,B$U@SINESS,4.1,217730,Varies with devi%ce ,"^50,000,00#0+",Free,0,Everyone,.Business,"April 2, 2018",Varies^ with device,Vari%es with device
NA,NA,4.4,70991,Varies$ with ^device ,"5,000,000+",Free,0,Every^one,Business,"July 24, 201*8",2.19.0.204537701,4.4 _a^nd up
Of-fic+eSuite :+ F!ree Off@ice! + PDF Edi%tor,BUSINESS,4.3,1002861,.35M,"100,%0%00,000+",Free,0,Ever^yone,Business,"Augu(st 2), 20*18",!9!.7.14188 ,4.1 and u^p
U!SPS M#OB#ILE®,BUSIN(E#SS,3.9,16589,9.1!M,NA,)Fr-ee,0,NA,Business,"June 14,# 20.18",4.9.10,)4.0.3 a-nd up 
JOB# SEARCH BY @ZIPRE$CRUITER,*BUSINESS,4.8,148945,25M,"1,000,$000+",FREE,0,EVE$RYONE,BUSIN$ES&S,"JULY 19, 2@018 ",5.2.8,5.0 AND UP 
Curri$culum vitae A#pp CV Builder Free Resume Maker,BUSINESS,4.5,4458,3.9M,"500,000+",Fre_e,0,Everyone,Business,"July 8, 2018",3.3,4%.#1 and up
Google (Primer,NA,4.4,62272,18M,"10_,000,00%0+",NA,0 ,E(veryone,NA,NA,3.^5+50.2,NA
Alb&a Heaven - Alvarez Job Portal( Services,BUSINESS,4,NA,NA,"(5#,000,000+",Free,0,NA,NA,"Jul*y 31, %2018",4.6.30,4.0.-3 an*d u@p
SuperLivePro,BUSINESS,4.3,46353 ,21M ,"1,000_,000+",Free ,0,Everyone,Bu*s%iness,"April 13, +201)6",2.8,1.5 and +u(p
Fa(cebook( Pages Mana^ger,BUSI&NESS ,NA,1279184,Varies %with device ,"50,000,000+",Free,0,Eve.ryo^ne ,(Busin%ess,"August 2, 2018 ",Varie@s wit@h device,Varie%s wit(h& de$vice
Office(S_ui*te Pro + PDF (Trial),BUSINESS,4.2,88073 ,V_aries with (d-evice,"10,00)0#,000.+",Free,0,Everyone,NA,"July 9, 2018",#Varies with devic_e,Var@ies with device
M@y Space - Empl(oy&ment Center,BUSIN$ES+S,4.5,67000,Va_ries& with device,"1,0(0.0,00*0+ ",Free,0,Everyone,Busi)ness,"July* 17, 2018",V(aries with device,4.3 and up
Box,B!USINES+S,4.2,159872,Va^ri^es with ^device,NA,Free,0,Everyone,Business,"_July (31, 2018",NA,Varie%s with device 
)Polaris$ O@ffice for LG,BUSINESS,4.2,30847,55M,"5,.000,000+",F!ree,0,Everyone,Business,"Fe)bruary 8., 2018",$7.3.21,4.1 and up
Call Blo&ck.er,BUSINESS,4.6,188841,3.2M,"5@,000,000+",Fr)ee,0,Everyone ,Business,"J!une 21, 2018",1#.1.!13,4.0 and^ up
NA,bus!i#ness,4.1,11622,^varies with d@e&vice,"5,000,00$0+",free,0,everyo+ne,business,"ju^ly^ 26, 20^18",vari+es w#ith device,varies with device
Square _Point of Sale - POS,BUSIN#ESS,4.6 ,95912,Varie+s wi+t#h device,"5,000,000+ ",-F&ree,NA,Everyone,B.usiness,"July 30, 2018",Varies with devi^ce,Var@ies wit!h device
Plugi#n:AOT v5.0 ,BUSINESS,3.1,4034,23k,"100,000+ ",Free,0,Everyone,B(usiness,"S+eptember 11, 20#15",3.0.1!.11 (Build 311),2.2 and up
Kariyer.net,BU-SINES(S,3.9,45964,16M,"1,000,00-0+",Fr*ee,%0,E!veryone,B^usiness ,"+Jul@y 18-, 201#8",^5.1.5 ,4+.1% and *up 
NA,BUSINESS ,4.3,14955,V_aries w%ith d*evic)e,"1,00-0,@000+",Free,NA,Everyone,Business,"July 30, 2018",Va-ries _with device,Varies_ *with device 
Become a %Job -- Find a job or_ a^dver(tise,)BU$SINES@S,4.1,6903,14M,"(1,000.,000+",F^ree,0,Everyon*e,%Bu&s+iness ,"July 10, 201^8 ",2.3.6,4.1 and up
Z)OOM C@loud *Meetings,BUSINESS,4.4,31614,37M ,"10,000,000+",Free,0,E_veryone,Bu%sine(ss,"July 20@, 2-018",4.1.2!8#165.071&6,4.0 and up
E-asy Ins_ta&ller - *Apps% (On SD,)BUSIN+ESS,4.1,23055,Varies with device,"5(,000,)000+",)Free,0,Everyon_e,Business,"June 8, 2018",NA,NA
Fa_cebook -Ad_s Manager ,B#USINESS ,4.1,19023,Varies w_ith_ de&vice,"1,!0^00,000+ ",Free ,0,Ev_eryone,Business,"August 1, 201@8",99.0.0.3.5.75,4.1 and up
"Indi#aMART: Searc^h P%roducts., Buy,- Sell & Tr^ade",BUS-INESS,4.5,207372,11M,"5+,0^00,000+",F!r&ee,0,Everyone ,B(usiness,"August 2, 2018",12.2.4,4.0 and up
Viette&lPost express$ delivery,BUSINESS,4.4,1225,NA,"*100,000+",Free,0,Everyon$e,Business,"August 1, 2018",1.0.6.8,4.1 and up
MyAS(US - Servi_ce Center ,BUSINESS,4.4,380837,7.3M ,NA,Free,0,Everyone,Bu.s)iness,"July 4, _2018",3.4.5,4.*2 and& up
NA,$BUSINESS,4.3,NA,6.5M,NA,Free,0 ,Everyone,&Business,"August# (1, 2018",2.5.6,4.0 and up
"104 looking $for a jo(b - looking f$or( a jo^b, looking for a #jo(b, lookin!g for a- part-time job, healt+h checkup,@ resume,! t)reatment! ro.om",business,4.4,74359 ,25(m,"1,000,00)0+",free,0,-everyone,bus&i*ness,"july 27^, 2018",1.12.5,4.0 and up
Myanmar( 2D/3D,BUS.INESS,4.6,822,3^.1M,"100,0$0+0+ ",Free,-0,Everyone,Business,"June 8, (2018",1.5,%4.0.3 and up
NA,.BUSINESS,4.2,80805,Vari-es with^ d+evice,"5,000,000+",Free,0,Everyone,^Bu)siness,"Fe)bruary# 26, 2018",Varies with$ $device,4.0.3 and up 
SABN,BU^SINESS,4.4,NA,1.5M,"1,000,000+",FR)EE,0,EVERYONE,BUSINESS,"MARC&H 26(, 2018",4.9,2.2 AND UP
ATI Ca(rg&oes and Transportation,BU*SINESS,4.7,NA,NA,"100-,000+",Fre*e,0,Ev-eryon^e,Business,"July 24, 201_8",0.9.4,4.0.3 $an*d up
Secure Folder,BUS+INESS,3.8,14760,8#.6#M,"50,000#,000+",Fr#ee,0,Every*one,NA,"January 31, 201@8 ",1.1.07.6,-7.0 _and up
UPS Mobile ,BUSI_NESS,3.9,NA,Vari^es with device,"5,000,000+",NA,NA,E-veryone,Bus!iness ,"June 25, 2018",Varies with device,Va^ries with devi(ce
Y! Mobi+le# m%enu,BUSINE@SS,NaN,9,NA,NA,Free,0,Everyone,Business,"_A@pril+ @9,( 2018",1.0(.*5,6.0 and up
Sig%nE#as-y | Sign and Fi)ll PDF and ot&her D-ocument$s,BUSINESS,4.3,8978,Varie(s #with device,"1,000,000+",Free,0 ,-Every.one,Business,"July 25, 2018",Varies with$ d.evice,)Va*ries with device
Quick PDF Scanner +* O)CR FR&EE,BUSINESS,4.2,80805,V.aries wit@h device,"5,!000,000+",(Free,0,Everyone,Bus%ines_s,"*Feb_rua@ry 26, 2018",V.aries with dev!ice,4.0.3 and up
Gen$ius Scan - PDF Scan.ner ,BUSINE(SS,4.4,42492,V)aries with device,"1^,#000,000*+",Free,0,NA,Busine*ss,"July 11, 2018",Varies #with device,Vari#es w&ith device
tiny. scanner - pdf scanner app,business,4.7 ,286897,39m,"10,000,000+",(free,0 ,ever^yone,NA,"ma)y 30, 201#7",1.$2.6 ,3.$0 and u@p
-Fast _Scanner : Free PDF Scan,BUSINES.S,4.5,103755,NA,"10,000,00+0+",Fr$ee,0,Ever$yone,B)u%siness ,"July 11, 2018",3..9%.2,4.!1 and -up
Mobile Doc Sca(n&ner (.MDScan) Lite,NA,4.2,46505,1*9M,"1,000,000-+",NA,0,NA,Bus_ine+ss,"Augus$t 2,! 2018",_3.4.49 ,@4.1 and up
TurboScan: %scan documents and rec*eipts in PD(F,BUSINESS,4.7,11442,6.8M,"100,0#00+",Paid,$4.99,Eve%ryo!ne,Business,"Mar(ch $2&5, 2018",1.5.2,4.0 a(nd up
Ti$ny& Scanner Pr%o@: PDF) Doc Scan,B$USINESS,4.8,10295,39M,NA,Paid,$4.99 ,Everyone ,Busin&ess,"April 11, 2017",3.4.6,NA
Box,BUSINESS,4.2,159872,Varies %with device,NA,NA,NA,Everyo%ne,Bus.iness ,"-July 31, &201@8",Vari.e@s w^i!th de%vice,V*ari.es with devi(ce
Zenefits,BUSIN+ESS,4.2,296 ,14M,"5.0,000+",Free,$0,Everyo-ne,Business,NA,3.2.1,4.1 and up
NA,NA,4.3,29313,20M,"5,000,@000(+",Free,%0,Every*one ,!Business,"July 30, 2018",1.1.2.0,4.!0.3 and up
Google% My Busi@ness,BUSINESS,4.4,70991,Varies with .d&ev_i(ce,NA,Free,0,Everyone,Bu-siness,"July 24), 2018",2.@19$.0.2045377#01,4.4 and up
Sl#ack,NA,4.4,51507,.Varies with device,NA,Free,0,Eve^ry!one,Business,"August 2, 2018",$V.aries with device,Varies with device
FreshBooks Classic,B)USINESS ,4.1,1802,26M,"100,0$00+",F$ree,0,Everyone,Business,"April+ 18, 2018",1.7.1*4,4.2 and up
I@nsightly CRM,BUSI(N*ESS,3.8,1383,@51#M,"100,0.00+",&Free ,0,Every-on*e ,Busin%ess,"July 12, _2018",NA,5.0 (and up
Q&uickBoo%ks A$ccounti@ng: In&voicing & Expenses ,BUSINES%S,4.3,23175,41^M,NA,^Free ,0,Ev*eryone,Busine!ss,"Ju$ly 13, .2018",18.7,4.*1 and up
HipChat - Chat Built *for Teams ,BUSINESS,3.8,5868,20M,NA,NA,0 ,NA,Business,"Ju)ly 3, 2018",3.19.005,+4.1 and up
-Xero (A_cc#ounting S.oftwar$e,NA,3.5,2111,Varies with device ,"%100,000+",$F_re.e,0,Every*one,Bus$iness,"J%uly 30, 2018",Varies w+ith device,Varies with device
"M%ail_Chimp - Em^ail,+ Marketing Au$tom%a!ti-on",BUSINESS,4.1 ,5448 ,12M ,"5)00,000+",NA,0,E#veryone,Busin%ess,"July 25, 2018",4.9.1,5.0# and up
Crew - Fr)e%e Messaging and Scheduling,BUSINESS,4.6,4159,48M,"500,^000+",%Free,0,#Everyone,Business,"July 2^0-, 2018",6.1.2,NA
Asana:( organize! t#eam projects ,BUS-INE(SS,4.3,20815,10M,NA,Free,0,(Everyon_e,Busines*s,"July 26, 2$0)18",6..4.-4,5.0 and up
G^oogl)e% A$nalytics,BUSINESS,4.5,78662 ,22M,"1,000^,00.0+",Free,0,Eve+ryone,Business,"February( 13*, 2018",NA,4.4 a)nd up
Ad%Words Expre-ss,BUSINE#SS,4.1,7149,11M,"1,(000,000+",Free,0,Everyone ,Busi)ness,"_July 31, 2018",2-.(6.158,4.0 and up
_Acco)unti.ng App - Zoho Books,BUSINESS,4.5,3079 ,8.5*M ,"100,000+",Free,!0,Everyone,Bu-siness,"August 2, 2018",5.20%.7,NA
Invo_ice & Time Tracki)ng) - Zoho,_BU+SI)NESS,4.6,5800,8.6*M,"100,000+",Fre(e,0,Everyo)ne ,Busine^ss ,"Au.gust 2,* 2018",5.&20.7,4.1 and up
join$.m!e - $Simple Meetings,BUSINESS,4,6989,Varies with device,"1,000,000+",Free,NA,@Everyone,Business,"July 16, 201_8",4.3.0.508,.4.4 and^ +up
I&nvoi*ce 2go — Professio!nal !Invo*ices a&nd .Es+ti!mates,@BUSIN&ESS,4.2,16422,28M,"1,000,000+",Free,0 ,Everyone,Bu$siness ,"$August 1, 2$0$18",10.46.2,4.&1 and up
Cisco Webex Meet*ings,BUSINESS,4.4 ,NA,+28M,"10,000,000+",Fr_ee,0,Everyone,NA,"July 20$, 2018",11@.1.0,4.*3 and up
ZOOM Cloud Meetings,)BUSINESS,4.4,31614,37M ,NA,Free ,0,E.ve!ryon(e,Business,"Jul)y 20, 2018",4.1.28165.0716,4.0 a&nd up
NA,$BUSINESS,4,NA,9.0M,"100,000+",.Free,0,Everyo)ne,B%usiness,"March 22, 2018",1..2.287,5-.0 a_n*d up
Cisco Webex Te@ams,BUSIN$ESS,4.2,1661,46M,"100,000+",Free ,0 ,NA,Bu@sine!ss,"A%ugust@ 2, 2018",3..$0.4651,4.4_ and up
Microsoft %Remote+ Desktop,BUSI-NESS,NA,97702,Varies wit#h device,"5,000,000+",NA,0 ,Everyone,NA,"July 11, 2018",Varie!s with- device,NA
Start Meeting,BU*SINESS,4.1,308,14M,"!50,000+",Free ,0 ,Everyone,Bus_i+n$ess,"M!ay 29, 2018 ",3!.1.+4.0,4.$0.3 a.nd up
&join.me -- Simple Meetings,BUSINESS,4,6989,Varies wi&th device,"1,000+,&00-0+ ",Free ,0,NA,Bus^iness,"July 16, -201+8",-4_.!3._0.508,4.&4 and up 
Clic$kMeeti^ng W_ebinars,BUSINESS ,NA,5211,26M,"1_,000,000^+ ",Free,NA,E-ve#ryon+e,Business,"July 3_0, 2018",+3.3.0,4.0$ !and up
%Bl^ueJeans for Android,BUS%IN*ESS,3.9,1058,23M,"500,000+",Fre_e,0,Everyone,Busin^ess,"Jun$e 29, 2018",2.%22.397,5.0 a.nd @up
Sk^ype for% Business for An%droid,_BUSINES*S,3.9,78172,Varies with de)vice,"10,000,000+",Fr+ee,!0,$Everyone,B!usiness,"Aug(us%t 2, 20(18",Varies with device,Varies% with device
Box,BUSIN@ESS,4.2,159872,V%ari(es *wi^th devi#ce,"10,000,000+",%F^r_ee,0,Everyone,NA,NA,Vari)es with device,Varies wit.h device
Zenefits,BUSINESS ,4.2,296,!14M ,"50,000+",Free,0,Ev&eryone ,Busin)ess,"June 15, 2018",3*.2.1,NA
G_oogle) (Ads,BU#SINESS,4.3,NA,20M,".5,000!,000+ ",F$re*e,NA,Ever!y&one,Busines%s,"Jul-y ^30, 2018",1.$1#2.0,4.0.3 and up
Google My Bu$si-ness,BUS(INESS,4.4,70991 ,Varies with device,NA,Free,0,Everyone,B&usines^s,"July 2#4, 2018",2.1+9.0.204537701,4.-4% and up
Slac@k,BUSINESS,4.4,51507,Varies #with de&vice,"5,000,000+",Free,0,Every!one ,Business,"August 2, 2018",Varies with device,Varies with devic%e 
FreshBooks C^l)assic,BUSINESS,4.1,1802,#2@6M,NA,F!ree,0,NA,Bus#iness,"April. 18, 2018",1.7.14,4.2 a.nd@ up
Insightly CRM,B^USINESS,3.8,NA,51M,"100,000+",Free,0,Everyone,Business,"July 12, 2#018",3.(2!4$.1,5.0 and up
QUICKBOO%KS ACCOUNTIN*G: INVOICING & EXPENSES,BUSINES*S,NA,23175,41M ,"1,000,000+",FREE ,0,EVERYON(E,BUSINESS,"JULY !13,) 20%1_8",18.7,4.1 AND UP
HipC%hat@ - Chat+ Built fo!r Teams ,.B&USINESS,NA,5868,20M,"5)00,000+ ",Fre*e,0,Everyone,Bus+iness,"July 3, (2018",3.19!.005,4.1 and up
NA,NA,3.5,2111,Varies with device ,"100,000+",Fr*e*e ,0,Everyon@e ,B&u.siness,"Jul%y 30(, 201.8",Varies wi!th +device,Var)ies with dev^ice
"MailChimp - Email, Marke-ting )Automa*tio(n",BUSINESS ,4.1,5448,1^2M,NA,Fr%ee,0,Ev-eryone,Business ,"Ju@ly 25^, 2018",4.9.1 ,5.0 a^nd up
Crew - Free Messaging and Scheduling ,BU$SIN#E-SS,4.6 ,4159,48M,"50$0,000+",Free,0,Every_o_ne,Business,"July 20, 2018 ",)6.1.2,4.0.3) and up
Asana:) org!anize team pr@oje#c.ts ,BUSINESS,4.3,20815,10-M,"1,000,000+",Free,0,Every*one,Business,"Jul%y 26, 2018 ",6.4.4,5.0 )and .up
Google Anal_ytics,NA,4.5,78662 ,2!2M,"1,000,000+",Free,0,Everyo$ne,$Business ,NA,+3.7.5,4.4 and -up 
AdWords Ex@press,BUS_INE@SS,4.1,NA,1_1M,"1,000,000+ ",F!re%e,0,Everyone,Business,NA,$2.6.158,4.-0 and up
Acco#unting App - Zoho Books,BUSINES&S,4.5,3079 ,-8.!5M,"100,000+",Free,0,Everyone ,Business,"August 2, 2018",5.20.7,4.1 and@ up
_Invoice & Time Tracking - *Zoho,BUSINES@S,4.6 ,5800 ,8.6M,"1)00,000+",Fre*e,0,Everyone,Bus&iness,"August- 2,- 2018",5.20.@7,4.1 and up
(join.$me - @Si&mple +Meetin+gs,BUSINESS,4,6989,Vari*e*s# with de%vice,"1,000,000+",Free,0,E(veryo!ne,Busin-es!s,"J*uly 16,) 2018",4.3.0.508,4.4@ a*nd up
Invoice !2go — Profes)s.ional Invoic!es and Estima)tes,NA,4.2,16422,28M,"1,000,&00*0+",Fre-e,0,Ever*yon#e,B.u^siness,"Augu^s#t 1, 2$018",10.46.2,4.1# and ^up 
NA,BU*SI_N_ESS ,4.3,8978,Varies! w(i@th devi)ce,NA,Fre(e,NA,Everyone ,Bu+siness,"$July 25, +20-18",Va(ries with .de&vi+ce,V%aries with device
Quick PDF Scanner% + OCR FREE,BU-SINESS,4.2 ,80804,Varies with d)evice ,"5,000,00!0+",Free,0,Everyo_ne,Business,"Feb*ruary 26, 2018 ",Varies with device,)4.0.3 and up
Geniu%s Scan - PDF Sca(nner,BUSIN.E)SS,4.4,42492,Vari$es% with devi(ce,"1,000,000+",NA,NA,Everyone,NA,"Jul)y 1$1, 2$018",Varies_ with device,NA
Tiny& $Scanner - PDF) Scanne-r@ App,BU#SINESS,4.7,NA,39M,"10,000,000+",Free,0,Eve)ryone,Busi*ness,NA,1.2.6,3).0% and up
F!ast S$canner : $F.ree PD)F (Scan ,-BUSI(NES.S ,4.5,103755,1-4)M,"10,0%00,000+",Free,0,$Everyone,NA,".Ju(ly 11, 2018",3.9$.2,4.-1 and up
Mobi+le* Do%c Scann(er (MDSca#n) Lite,BUSINE^SS,4.2 ,46505,1_9M,"1,000,000+",NA,(0,E%veryone,NA,"Au#gust 2+, 2018",3.4.4!9,4.1 and up
